id,pdbid,NAKBnaList,NAKBprotList,NAKBligList
7LYB,7LYB,"B-form double helix,double helix,structure","DNA replication/repair,chromatin,enzyme,nucleosome,post-transcriptional,regulatory,splicing,structural,transferase",
7LYC,7LYC,"B-form double helix,double helix,structure","chromatin,enzyme,nucleosome,post-transcriptional,regulatory,splicing,structural,transferase",
7M1X,7M1X,"B-form double helix,double helix,structure","chromatin,nucleosome,structural",
7M4U,7M4U,"function,protein synthesis,ribosomal RNA","ribonucleoprotein,ribosome,structural",
7M4V,7M4V,"function,protein synthesis,ribosomal RNA","ribonucleoprotein,ribosome,structural",
7M4W,7M4W,"function,protein synthesis,ribosomal RNA","ribonucleoprotein,ribosome,structural",
7M4X,7M4X,"function,protein synthesis,ribosomal RNA,transfer RNA","ribonucleoprotein,ribosome,structural",
7M4Y,7M4Y,"function,protein synthesis,ribosomal RNA,transfer RNA","ribonucleoprotein,ribosome,structural",
7M4Z,7M4Z,"function,protein synthesis,ribosomal RNA","ribonucleoprotein,ribosome,structural",
7M5D,7M5D,"function,protein synthesis,ribosomal RNA,transfer RNA","regulatory,ribonucleoprotein,ribosome,structural,translation",
7M5W,7M5W,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),HMG box,other &alpha;-helix,regulatory,transcription",
7M7L,7M7L,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
7M7M,7M7M,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
7M7N,7M7N,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
7M7O,7M7O,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
7M7P,7M7P,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
7M7Q,7M7Q,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
7M7R,7M7R,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
7M7S,7M7S,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
7M7T,7M7T,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
7M7U,7M7U,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
7M7Y,7M7Y,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
7M7Z,7M7Z,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
7M80,7M80,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
7M81,7M81,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
7M82,7M82,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
7M83,7M83,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
7M84,7M84,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
7M85,7M85,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
7M86,7M86,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
7M87,7M87,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
7M88,7M88,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
7M89,7M89,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
7M8A,7M8A,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
7M8B,7M8B,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
7M8C,7M8C,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
7M8D,7M8D,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
7MBM,7MBM,"B-form double helix,double helix,structure","chromatin,enzyme,methylase,nucleosome,regulatory,structural,transcription,transferase",
7MBN,7MBN,"B-form double helix,double helix,structure","chromatin,enzyme,methylase,nucleosome,regulatory,structural,transcription,transferase",
7MCA,7MCA,"double helix,structure","DNA replication/repair,cell cycle,regulatory",
7MD7,7MD7,"function,protein synthesis,ribosomal RNA","ribonucleoprotein,ribosome,structural",
7MDL,7MDL,"function,protein synthesis,transfer RNA","enzyme,transferase",
7MDZ,7MDZ,"function,protein synthesis,ribosomal RNA,transfer RNA","ribonucleoprotein,ribosome,structural",
7MHT,7MHT,"B-form double helix,double helix,structure","enzyme,methylase,transferase",
7MJV,7MJV,"function,protein synthesis,transfer RNA","enzyme,transferase",
7MJW,7MJW,"function,protein synthesis,transfer RNA","enzyme,transferase",
7MJX,7MJX,"function,protein synthesis,transfer RNA","enzyme,transferase",
7MJY,7MJY,"function,protein synthesis,transfer RNA","enzyme,transferase",
7MK1,7MK1,"aptamer,function","enzyme,helicase,hydrolase,immune system,innate immunity,regulatory",
7MKT,7MKT,"quadruplex,structure",,end stacking
7ML0,7ML0,"double helix,structure","&beta;-sheet,DNA replication/repair,DNA-binding transcription factor (TF),TATA binding protein,enzyme,helicase,hydrolase,polymerase,regulatory,transcription,transferase",
7ML3,7ML3,"B-form double helix,double helix,structure","DNA replication/repair,enzyme,helicase,hydrolase,regulatory,transcription",
7MLX,7MLX,"frameshifting element,function,translation regulating","antibody,immune system,regulatory",
7MPI,7MPI,"function,protein synthesis,ribosomal RNA","regulatory,ribonucleoprotein,ribosome,structural,translation",
7MPJ,7MPJ,"function,protein synthesis,ribosomal RNA","regulatory,ribonucleoprotein,ribosome,structural,translation",
7MQ8,7MQ8,"function,post-transcriptional processing,protein synthesis,ribosomal RNA,small nucleolar RNA (snoRNA)","chromatin,enzyme,methylase,post-transcriptional,regulatory,ribonucleoprotein,ribosome,spliceosome,splicing,structural,transferase,translation",
7MQ9,7MQ9,"function,post-transcriptional processing,protein synthesis,ribosomal RNA,small nucleolar RNA (snoRNA)","chromatin,enzyme,methylase,post-transcriptional,regulatory,ribonucleoprotein,ribosome,spliceosome,splicing,structural,transferase,translation",
7MQA,7MQA,"function,post-transcriptional processing,protein synthesis,ribosomal RNA,small nucleolar RNA (snoRNA)","enzyme,exosome,helicase,hydrolase,methylase,post-transcriptional,regulatory,ribonucleoprotein,ribosome,spliceosome,splicing,structural,transferase,translation",
7MRL,7MRL,"function,protein synthesis,transfer RNA","structural,virus",
7MSC,7MSC,"function,protein synthesis,ribosomal RNA,transfer RNA","enzyme,hydrolase,regulatory,ribonucleoprotein,ribosome,structural,translation",
7MSH,7MSH,"function,protein synthesis,ribosomal RNA,transfer RNA","enzyme,hydrolase,regulatory,ribonucleoprotein,ribosome,structural,translation",
7MSM,7MSM,"function,protein synthesis,ribosomal RNA,transfer RNA","enzyme,hydrolase,regulatory,ribonucleoprotein,ribosome,structural,translation",
7MSV,7MSV,"quadruplex,structure",,"end stacking,nucleotide like"
7MSZ,7MSZ,"function,protein synthesis,ribosomal RNA,transfer RNA","enzyme,hydrolase,regulatory,ribonucleoprotein,ribosome,structural,translation",
7MT2,7MT2,"function,protein synthesis,ribosomal RNA,transfer RNA","ribonucleoprotein,ribosome,structural",
7MT3,7MT3,"function,protein synthesis,ribosomal RNA,transfer RNA","ribonucleoprotein,ribosome,structural",
7MT7,7MT7,"function,protein synthesis,ribosomal RNA,transfer RNA","ribonucleoprotein,ribosome,structural",
7MTL,7MTL,"B-form double helix,double helix,structure",regulatory,
7MVS,7MVS,"double helix,structure","enzyme,isomerase",
7MWH,7MWH,"B-form double helix,double helix,structure","chromatin,structural",
7MWK,7MWK,"B-form double helix,double helix,structure","chromatin,structural",
7MWL,7MWL,"B-form double helix,double helix,structure","chromatin,structural",
7MWM,7MWM,"B-form double helix,double helix,structure","chromatin,structural",
7MXQ,7MXQ,"B-form double helix,double helix,structure","enzyme,hydrolase,nuclease",
7MXR,7MXR,"B-form double helix,double helix,structure","enzyme,hydrolase,nuclease",
7MXU,7MXU,"B-form double helix,double helix,structure","enzyme,hydrolase,nuclease",
7MXV,7MXV,"B-form double helix,double helix,structure","enzyme,hydrolase,nuclease",
7MXW,7MXW,"B-form double helix,double helix,structure","enzyme,hydrolase,nuclease",
7N0B,7N0B,"A-form double helix,double helix,structure","enzyme,hydrolase,nuclease,regulatory,transcription",
7N0C,7N0C,"A-form double helix,double helix,structure","enzyme,hydrolase,nuclease,regulatory,transcription",
7N1P,7N1P,"function,protein synthesis,ribosomal RNA,transfer RNA","ribonucleoprotein,ribosome,structural",
7N2C,7N2C,"function,protein synthesis,ribosomal RNA,transfer RNA","regulatory,ribonucleoprotein,ribosome,structural,translation",
7N2M,7N2M,"A-form double helix,double helix,structure","enzyme,polymerase,transferase",
7N2U,7N2U,"function,protein synthesis,ribosomal RNA,transfer RNA","ribonucleoprotein,ribosome,structural",
7N2V,7N2V,"function,protein synthesis,ribosomal RNA,transfer RNA","regulatory,ribonucleoprotein,ribosome,structural,translation",
7N30,7N30,"function,protein synthesis,ribosomal RNA,transfer RNA","ribonucleoprotein,ribosome,structural",
7N31,7N31,"function,protein synthesis,ribosomal RNA,transfer RNA","ribonucleoprotein,ribosome,structural",
7N3Y,7N3Y,"B-form double helix,double helix,structure","enzyme,hydrolase,nuclease",
7N5S,7N5S,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),Zinc finger C2H2,Zinc-coordinating,regulatory,transcription",
7N5T,7N5T,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),Zinc finger C2H2,Zinc-coordinating,regulatory,transcription",
7N5U,7N5U,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),Zinc finger C2H2,Zinc-coordinating,regulatory,transcription",
7N5V,7N5V,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),Zinc finger C2H2,Zinc-coordinating,regulatory,transcription",
7N5W,7N5W,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),Zinc finger C2H2,Zinc-coordinating,regulatory,transcription",
7N7D,7N7D,"quadruplex,structure",,end stacking
7N7E,7N7E,"quadruplex,structure",,end stacking
7N8B,7N8B,"function,protein synthesis,ribosomal RNA","regulatory,ribonucleoprotein,ribosome,structural,translation",
7N8N,7N8N,"B-form double helix,double helix,structure","chromatin,nucleosome,structural",
7N8S,7N8S,"B-form double helix,double helix,structure","enzyme,hydrolase,nuclease",
7N94,7N94,"B-form double helix,double helix,structure","enzyme,hydrolase,nuclease",
7NAC,7NAC,"function,protein synthesis,ribosomal RNA","enzyme,helicase,hydrolase,methylase,post-transcriptional,regulatory,ribonucleoprotein,ribosome,splicing,structural,transcription,transferase,translation",
7NAD,7NAD,"function,protein synthesis,ribosomal RNA","enzyme,helicase,hydrolase,methylase,regulatory,ribonucleoprotein,ribosome,structural,transferase,translation",
7NAF,7NAF,"function,protein synthesis,ribosomal RNA","enzyme,methylase,regulatory,ribonucleoprotein,ribosome,structural,transferase,translation",
7NAR,7NAR,"function,protein synthesis,ribosomal RNA","enzyme,hydrolase,ribonucleoprotein,ribosome,structural",
7NAS,7NAS,"function,protein synthesis,ribosomal RNA","ribonucleoprotein,ribosome,structural",
7NAT,7NAT,"function,protein synthesis,ribosomal RNA","ribonucleoprotein,ribosome,structural",
7NAU,7NAU,"function,protein synthesis,ribosomal RNA","ribonucleoprotein,ribosome,structural",
7NAV,7NAV,"function,protein synthesis,ribosomal RNA","regulatory,ribonucleoprotein,ribosome,structural,translation",
7NAX,7NAX,"function,protein synthesis,ribosomal RNA","ribonucleoprotein,ribosome,structural",
7NBN,7NBN,"B-form double helix,double helix,structure",,
7NBU,7NBU,"function,protein synthesis,ribosomal RNA,transfer RNA","enzyme,hydrolase,nuclease,ribonucleoprotein,ribosome,structural",
7NFX,7NFX,"SRP RNA,function,protein synthesis,ribosomal RNA,translation regulating","ribonucleoprotein,ribosome,signal recognition particle (SRP),structural",
7NGA,7NGA,"A-form double helix,double helix,structure","enzyme,helicase,hydrolase",
7NHK,7NHK,"function,protein synthesis,ribosomal RNA,transfer RNA","ribonucleoprotein,ribosome,structural",
7NHL,7NHL,"function,protein synthesis,ribosomal RNA,transfer RNA","regulatory,ribonucleoprotein,ribosome,structural,translation",
7NHM,7NHM,"function,protein synthesis,ribosomal RNA,transfer RNA","ribonucleoprotein,ribosome,structural",
7NHN,7NHN,"function,protein synthesis,ribosomal RNA,transfer RNA","regulatory,ribonucleoprotein,ribosome,structural,translation",
7NIC,7NIC,"A-form double helix,double helix,structure","enzyme,helicase,hydrolase",
7NIQ,7NIQ,"A-form double helix,double helix,structure","enzyme,helicase,hydrolase",
7NL0,7NL0,"B-form double helix,double helix,structure","chromatin,nucleosome,structural",
7NQF,7NQF,"G-T mispair,double helix,feature,mispair,structure","CRISPR-Cas,regulatory",
7NQH,7NQH,"function,protein synthesis,ribosomal RNA,transfer RNA","regulatory,ribonucleoprotein,ribosome,structural,translation",
7NQL,7NQL,"function,protein synthesis,ribosomal RNA,transfer RNA","regulatory,ribonucleoprotein,ribosome,structural,translation",
7NRC,7NRC,"function,protein synthesis,ribosomal RNA,transfer RNA","enzyme,hydrolase,regulatory,ribonucleoprotein,ribosome,structural,translation",
7NRD,7NRD,"function,protein synthesis,ribosomal RNA,transfer RNA","ribonucleoprotein,ribosome,structural",
7NSH,7NSH,"function,protein synthesis,ribosomal RNA,transfer RNA","regulatory,ribonucleoprotein,ribosome,structural,translation",
7NSI,7NSI,"function,protein synthesis,ribosomal RNA,transfer RNA","regulatory,ribonucleoprotein,ribosome,structural,translation",
7NSJ,7NSJ,"function,protein synthesis,ribosomal RNA,transfer RNA","regulatory,ribonucleoprotein,ribosome,structural,translation",
7NSO,7NSO,"function,protein synthesis,ribosomal RNA,transfer RNA","ribonucleoprotein,ribosome,structural",
7NSP,7NSP,"function,protein synthesis,ribosomal RNA,transfer RNA","ribonucleoprotein,ribosome,structural",
7NSQ,7NSQ,"function,protein synthesis,ribosomal RNA,transfer RNA","ribonucleoprotein,ribosome,structural",
7NTU,7NTU,"aptamer,function,quadruplex,structure,thrombin responsive aptamer","enzyme,hydrolase,protease",
7NV0,7NV0,"B-form double helix,double helix,structure","DNA replication/repair,enzyme,polymerase,regulatory,transferase",
7NV1,7NV1,"B-form double helix,double helix,structure","DNA replication/repair,enzyme,polymerase,regulatory,transferase",
7NVR,7NVR,"B-form double helix,double helix,structure","&beta;-sheet,DNA-binding transcription factor (TF),TATA binding protein,enzyme,helicase,hydrolase,kinase,polymerase,regulatory,transcription,transferase",
7NVS,7NVS,"B-form double helix,double helix,structure","&beta;-sheet,DNA-binding transcription factor (TF),TATA binding protein,enzyme,helicase,hydrolase,polymerase,regulatory,transcription,transferase",
7NVT,7NVT,"B-form double helix,double helix,structure","&beta;-sheet,DNA-binding transcription factor (TF),TATA binding protein,enzyme,helicase,hydrolase,polymerase,regulatory,transcription,transferase",
7NVV,7NVV,"B-form double helix,double helix,structure","enzyme,helicase,hydrolase,regulatory,transcription",
7NVW,7NVW,"B-form double helix,double helix,structure","enzyme,helicase,hydrolase,regulatory,transcription",
